Year,Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name,Common_Name,Percent_Cover,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
2008,8/14/08,Saline,Transect,Natural,45,,45,,108.56,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,E. Bourg; A. Dufrene,Water Level is 0.4 ft Above Marsh. Bare Ground is unvegetated surface.
2009,7/16/09,Saline,Transect,Natural,45,,45,,90.52,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2010,6/16/10,Saline,Transect,Natural,45,,45,,90.09,,,76.2,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Dunn; E. Bourg,Water Level is 0.85 ft above marsh. Unvegetated Surface is bare ground.
2009,7/16/09,Saline,Transect,Natural,45,,45,,89,,,60.96,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is 0.05 ft above marsh. Unvegetated Surface is bare ground and dead vegetation.
2007,10/29/07,Saline,Transect,Natural,45,,45,,65.8,,,76.2,,Avicennia germinans (L.) L.,black mangrove,30,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead Spartina alterniflora stems and unvegetated surface.; Black mangrove green and healthy; Water Level is Below Marsh
2016,9/2/16,Saline,Transect,Natural,45,45,0.5,,134.62,,118.87,79.24,,Avicennia germinans (L.) L.,black mangrove,45,Both,,,shrub,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Seeds begininng to develop on Black mangroves; Plot has small interior pond. Water Level is 1.1 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 55%.
2017,9/20/17,Saline,Transect,Natural,45,,45,,86.01,,,59.43,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Stream through plot; plot on edge of small inland pond; 0.5 ft deep Water Level is 0.37 ft above marsh. Open water is 10%. Bare ground is 45%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Natural,45,,45,,45,,,65,,Avicennia germinans (L.) L.,black mangrove,Solitary,In,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
2002,10/9/02,Saline,Transect,Planted,45,,45,,100,,,100,,Avicennia germinans (L.) L.,black mangrove,,Out,,,seedlings,LA DEPT OF NAT RES (CRDNO),B. Carter; M. Hymel; D. Rodrigue,plants are thick and healthy
2004,12/10/04,Saline,Transect,Planted,45,,45,,,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,
2003,9/9/03,Saline,Transect,Planted,45,0,45,0,70,0,0,70,0,Avicennia germinans (L.) L.,black mangrove,<1,In,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman,not dense;water ~15cm
2006,6/6/06,Saline,Transect,Natural,45,,45,,15,,,15,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),D. Lee; S. Khalil; B. Martin; B. Landry,Damp sand; not flooded (-1.5 ft)
2006,6/6/06,Saline,Transect,Natural,45,,45,,10,,,10,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),D. Lee; S. Khalil; B. Martin; B. Landry,Damp sand; not flooded (-1.0 ft)
2013,10/17/13,Saline,Transect,Natural,45,40,5,,95,,95,8,,Avicennia germinans (L.) L.,black mangrove,40,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; T. Hubbell; G. Curole; L. Rodrigue,Batis in herbaceous layer. Barrier island.
2009,7/28/09,Saline,Transect,Natural,40,,40,,128.01,,,121.92,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Gallagher; D. Plaisance,Water Level is below marsh. Unvegetated Surface is open water. Open water is 60%
2012,7/31/12,Saline,Transect,Natural,40,,40,,104.85,,,97.53,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Lew; H. Arnold; C. Plaisance,Water Level is 1.2 ft above marsh. Open water is 0%. Bare ground is 60%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,8/24/16,Saline,Transect,Natural,40,,40,,92.04,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,Urbatsch ID: Leafy shoot,COASTAL ESTUARY SERVICES LLC,M. Reeves; M. Elizondo; D. Plaisance,Open water depth = 0.3 ft Water Level is below marsh. Open water is 55%. Bare ground is 5%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,40,,40,,77.66,,,24.38,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Plot is 60% open water; depth 1.45ft Water Level is 0.17 ft above marsh. Open water is 60%. Bare ground is 5%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,40,,40,,76.07,,,57.91,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle, Water Level is 0.02 ft above marsh. Open water is 0%. Bare ground is 58%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2014,8/7/14,Saline,Transect,Natural,40,,40,,73.39,,,67.05,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; H. Bernard,Water Level is 0.01 ft above marsh. Open water is 0%. Bare ground is 20%. Dead vegetation is 40%. Flooded-Undetermined is 0%.
2014,8/7/14,Saline,Transect,Natural,40,,40,,79.67,,,60.96,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; C. Hymel,Water Level is 0.5 ft above marsh. Open water is 0%. Bare ground is 60%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,40,,40,,84.06,,,70.1,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.75 ft above marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,40,,40,,106.31,,,62.48,,Avicennia germinans (L.) L.,black mangrove,3,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Marsh very thin and broken. Water Level is 1.71 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 60%.
2015,8/11/15,Saline,Transect,Natural,40,,40,,95.34,,,70.4,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,All herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.41 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 20%. Flooded-Undetermined is 0%.
2007,10/29/07,Saline,Transect,Natural,40,,40,,60.4,,,61,,Avicennia germinans (L.) L.,black mangrove,30,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead Spartina alterniflora stems and unvegetated surface.; Black mangrove green and healthy; Water Level is Below Marsh
2010,6/11/10,Saline,Transect,Natural,40,,40,,84.12,,,67.05,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,M. Linson; B. Rhodes; J. Smith,Water Level is 0.95 ft above marsh. Unvegetated Surface is flooded - undetermined.
2002,9/18/02,Saline,Random,Planted,40,5,30,,105,,107,105,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; T. Hubbell; G. Curole,Spartina alterniflora indeterminate.
2004,12/11/04,Saline,Transect,Planted,40,,40,,65,,,65,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),C. Franze; M. Hymel,
2004,9/9/04,Saline,Transect,Planted,40,,40,,75,,,60,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),B. Carter; M. Hymel; J. Troutman,
2006,6/6/06,Saline,Transect,Natural,40,,40,,15,,,15,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),B. Landry; D. Lee; S. Khalil; B. Martin,Damp sand; not flooded (-1.5 ft)
2006,10/10/06,Saline,Transect,Natural,35,,35,,130,,,130,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,BIOLOGICAL MONITORING SECTION (NO),W. Boshart; M. Hymel,Water relative to marsh = < 0 feet
2011,8/25/11,Saline,Transect,Natural,35,,35,,105.46,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Arnold; K. Lew; F. Gilmore,"extra pole pulled from plot, may have been V25 Water Level is 0.9 ft above marsh. Unvegetated Surface is bare ground."
2011,8/4/11,Saline,Transect,Natural,35,,35,,98.14,,,64,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; T. Nguyen,Water Level is below marsh. Unvegetated Surface is open water and bare ground. Open water is 65%
2016,9/2/16,Saline,Transect,Natural,35,2,35,,101.86,,60.96,76.2,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,Shrub 2%; 3% herbaceous,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,"Marsh very thin and broken; No PW, clogged, silty soil  Water Level is 1.42 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 65%."
2015,8/11/15,Saline,Transect,Natural,35,,35,,82.72,,,74.67,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.81 ft above marsh. Open water is 0%. Bare ground is 63%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,35,,35,,119.11,,,91.44,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw,Plot located on edge of mudflat; espcially during low tides Water Level is 0.01 ft above marsh. Open water is 0%. Bare ground is 65%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2013,8/29/13,Saline,Transect,Natural,35,,35,,81.19,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. Sires; C. Hymel,Water Level is 0.55 ft above marsh. Open water is 0%. Bare ground is 65%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,8/16/06,Saline,Transect,Natural,35,1,35,,84.7,,51.8,76.2,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; D. Mcwhorter; W. Cavalier,
2016,8/30/16,Saline,Transect,Natural,35,,35,,85.52,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. McWhorter; A. Dufrene; W.P. Brown, Water Level is 0.9 ft above marsh. Open water is 0%. Bare ground is 55%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2016,8/31/16,Saline,Transect,Natural,35,,35,,80.65,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; T.V. Nguyen; J.C. Mattingly, Water Level is 1.68 ft above marsh. Open water is 0%. Bare ground is 65%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/8/16,Saline,Random,Natural,35,,35,,24.4,,,24.4,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot on Algae Mat. Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 65%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2004,12/11/04,Saline,Transect,Planted,35,,35,,35,,,35,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),C. Franze; M. Hymel,plants are brown and dying back; thin and sparse
2004,12/10/04,Saline,Transect,Planted,35,,35,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,
2001,10/22/01,Saline,Random,Natural,32,,32,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
2014,8/7/14,Saline,Transect,Natural,30,,30,,75.16,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; H. Bernard,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 10%. Dead vegetation is 60%. Flooded-Undetermined is 0%.
2012,8/3/12,Saline,Transect,Natural,30,,30,,69.67,,,51.81,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,at marsh edge;  Area heavily nested; 1.65 ft depth in open water and onshore water depth is 0.19 ft on marsh Water Level is 1.65 ft above marsh. Open water is 60%. Bare ground is 8%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2011,8/4/11,Saline,Transect,Natural,30,30,,,106.8,,121.92,,,Avicennia germinans (L.) L.,black mangrove,30,Both,,,Shrub,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,45% brown S. alterniflora cover/ No green S. alterniflora inside or outside of plot.  Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2003,10/20/03,Saline,Random,Natural,30,10,25,,8,,50,8,,Avicennia germinans (L.) L.,black mangrove,10,Both,,,,LA DEPT OF NAT RES (CRDT),J. West; E. Lear; A. Lasseigne,
2004,9/9/04,Saline,Transect,Planted,30,,30,,25,,,25,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2004,12/10/04,Saline,Transect,Planted,30,,30,,40,,,40,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,"stake missing; re-established plot; short, scattered plants"
2003,9/8/03,Saline,Transect,Planted,30,0,30,0,15,0,0,30,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,soft sand;pole missing; replaced pole
2004,9/8/04,Saline,Transect,Planted,30,,30,,30,,,30,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2013,10/29/13,Saline,Transect,Natural,25,,25,,37.79,,,24.38,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Izdepski; R. Villani,Water Level is below marsh. Open water is 0%. Bare ground is 75%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,8/7/14,Saline,Transect,Natural,25,,25,,90.34,,,79.24,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; C. Hymel,Water Level is 0.6 ft above marsh. Open water is 0%. Bare ground is 75%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,25,,25,,53.52,,,67.05,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,100% herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw,"Iva frutescens and Salicornia bigelovii nearby, but slightly greater than 15 feet from plot Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 55%. Dead vegetation is 20%. Flooded-Undetermined is 0%."
2015,7/9/15,Saline,Transect,Natural,25,,25,,75.89,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T.V. Nguyen; B. Lussier; S.M. Higgins,open water depth 0.61ft Water Level is 0 ft above marsh. Open water is 70%. Bare ground is 0%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2004,9/9/04,Saline,Transect,Planted,25,,25,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,"scattered, sparse"
2004,12/10/04,Saline,Transect,Planted,25,,25,,35,,,35,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,plants are dying back; stake broken; restaked plot
2003,10/20/03,Saline,Random,Planted,25,0.01,25,,30,,30,30,,Avicennia germinans (L.) L.,black mangrove,Solitary,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,No surviving planted species.
2016,9/9/16,Saline,Random,Natural,25,,25,,60.8,,,45,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,  Open water is 0%. Bare ground is 45%. Dead vegetation is 30%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Planted,22,,22,,125,55,,125,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Natural,22,,22,,145,50,,145,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2007,8/30/07,Saline,Transect,Natural,20,,20,,82,,,82,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,F. Stcyr; C. Cheramie,"Bare Ground = dead plants and unvegetated surface; Water 0.2ft above marsh, veg. in plot is mostly dead"
2016,9/2/16,Saline,Transect,Natural,20,,20,,98.69,,,88.39,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,herbaceaous,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Plot on edge of encroaching pond about 1.6ft deep; marsh is broken. Water Level is 1.62 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 80%.
2013,8/8/13,Saline,Transect,Natural,20,,20,,90.09,,,73.15,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; D. Wheat,No PW; sipper malfunction Water Level is 0.2 ft above marsh. Open water is 0%. Bare ground is 80%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2009,7/21/09,Saline,Transect,Natural,20,,20,,68.39,,,57.91,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Lussiers; J. Smith; T. Nguyen,Brown marsh Water Level is 0.65 ft above marsh. Unvegetated Surface is bare ground and dead vegetation.
2003,9/8/03,Saline,Transect,Planted,20,0,20,0,50,0,0,50,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,"edge of large swath;thick, healthy stand"
2004,12/10/04,Saline,Transect,Planted,20,,20,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,plants are dying back
2003,9/8/03,Saline,Transect,Planted,20,0,20,0,70,0,0,70,0,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel,"scattered, thick clumps"
2016,9/9/16,Saline,Random,Natural,20,5,15,,96.8,,50,80,,Avicennia germinans (L.) L.,black mangrove,5,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot on Algae Mat Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 65%. Dead vegetation is 15%. Flooded-Undetermined is 0%.
2016,9/9/16,Saline,Random,Natural,20,15,5,,72.6,,72.6,30,,Avicennia germinans (L.) L.,black mangrove,15,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot on flooded Algae Mat Water Level is 0.32 ft above marsh. Open water is 0%. Bare ground is 80%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2009,7/16/09,Saline,Transect,Natural,16,,16,,69.79,,,60.96,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2008,8/14/08,Saline,Transect,Natural,16,,16,,100.46,,,91.44,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; E. Bourg,Water Level is 0.2 ft Above Marsh. Bare Ground is unvegetated surface.
2017,9/14/17,Saline,Transect,Natural,15,,9,7,36.21,,,22.86,5.48,Avicennia germinans (L.) L.,black mangrove,1,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Marsh is extremely thin and unhealthy; possibly from wrack settling Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,15,15,,,83.31,,88.39,,,Avicennia germinans (L.) L.,black mangrove,15,Both,,,shrub,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,"Trenasse running through plot, water about 1 ft deep in trenasse. Water Level is 1.1 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 85%."
2017,8/21/17,Saline,Transect,Natural,15,,15,,80.4,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; S. Giles; W.P. Brown,Plot on edge of interior pond Water Level is 0.51 ft above marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,15,,15,,84.85,,,57.91,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Plot on edge of open water 1.1 ft deep Water Level is 0.65 ft above marsh. Open water is 25%. Bare ground is 60%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2009,7/21/09,Saline,Transect,Natural,15,,15,,54.19,,,45.72,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussiers; T. Nguyen; J. Smith,marsh looked stressed Water Level is 1.01 ft above marsh. Unvegetated Surface is bare ground.
2001,10/22/01,Saline,Random,Planted,15,,15,,105,,,105,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2016,9/8/16,Saline,Random,Natural,15,,15,,46.4,,,40,,Avicennia germinans (L.) L.,black mangrove,3,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot on Algae Mat. Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 80%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2016,9/12/16,Saline,Transect,Natural,15,,15,,13.6,,,15,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,L. Rodrigue; E. Lear; T. Hubbell; G. Curole, Water Level is below marsh. Open water is 0%. Bare ground is 85%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Planted,13,,13,,125,60,,125,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,12,,12,,115,35,,105,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2017,9/14/17,Saline,Transect,Natural,10,,10,,34.13,,,18.28,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Marsh extremely thin and unhealthy; possibly due to wrack settling on top of vegetation and killing it Water Level is 0.01 ft above marsh. Open water is 0%. Bare ground is 95%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2010,6/9/10,Saline,Transect,Natural,10,,10,,48.09,,,45.72,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,E. Bourg; J. Dunn,90 % bare ground. Low percent cover thought to be related to brown marsh. Water Level is 0.4 ft above marsh. Unvegetated Surface is bare ground.
2010,6/11/10,Saline,Transect,Natural,10,,10,,72.35,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,M. Linson; B. Rhodes; J. Smith,Water Level is 1.3 ft above marsh. Unvegetated Surface is flooded - undetermined.
2004,9/9/04,Saline,Transect,Planted,10,,10,,25,,,25,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2004,12/12/04,Saline,Transect,Planted,10,,10,,25,,,25,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),C. Franze; M. Hymel,"thin, short, scattered plants; dead Salicornia bigelovii in plot"
2004,12/12/04,Saline,Transect,Planted,10,,10,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,plants are dying back; few green shoots
2012,7/10/12,Saline,Transect,Natural,8,,8,,25.9,,,27.43,,Avicennia germinans (L.) L.,black mangrove,7,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene,Water Level is 0.2 ft above marsh. Open water is 0%. Bare ground is 92%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,7,,7,,69.18,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Plot on edge of open water .5 depth Water Level is 0.15 ft above marsh. Open water is 70%. Bare ground is 25%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Planted,7,,7,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
1999,8/25/99,Saline,Random,Planted,7,,,,40,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),L. Aucoin; J. Young; C. Thibodeaux,
